ID,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,membership_Years,Total_Mnt,Total_Purchases,Income_scaled,Kidhome_scaled,Teenhome_scaled,Recency_scaled,NumWebVisitsMonth_scaled,Age_scaled,membership_Years_scaled,Total_Mnt_scaled,Total_Purchases_scaled,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Income_eq_width_Medium,Income_eq_width_High,Income_eq_freq_Medium,Income_eq_freq_High,Revenue_YN
1966,84618.0,0,0,96,2,0,0,1,0,0,0,0,60,12,847.0,26,1.6014175545386078,-0.8249147049903558,-0.931324099335643,1.622155483775474,-1.426012989460221,0.3309754280239706,0.044301154224962246,0.8346668101939865,1.569951820801785,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1
6864,10979.0,0,0,34,5,0,0,0,0,0,0,0,36,11,30.0,8,-1.971158186592393,-0.8249147049903558,-0.931324099335643,-0.5184304880732806,-0.1210487216726067,-1.7333398003851779,-1.416975723941708,-1.0148229737430472,-0.8801338375542374,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
3033,38620.0,0,0,56,3,0,0,0,0,0,0,0,62,12,318.0,11,-0.6301627078297537,-0.8249147049903558,-0.931324099335643,0.24113227613111612,-0.9910249001976829,0.5030016970580663,0.044301154224962246,-0.3628608467248518,-0.4717862278282336,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
5710,40548.0,0,1,31,5,0,1,0,0,0,0,0,55,13,120.0,9,-0.5366263204684293,-0.8249147049903558,0.9063779181034384,-0.6220072286466074,-0.1210487216726067,-0.09909024456126866,1.5055780323916326,-0.8110848090498612,-0.7440179676455695,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0
7373,46610.0,0,2,8,6,0,0,0,0,0,0,1,73,13,302.0,17,-0.24253006518609077,-0.8249147049903558,2.7440799355425196,-1.4160955730421132,0.3139393675899314,1.4491461767455929,1.5055780323916326,-0.3990809648925293,0.34490899162377386,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,1
8755,68657.0,0,0,4,7,0,0,0,0,0,0,0,79,12,1196.0,18,0.8270740490022493,-0.8249147049903558,-0.931324099335643,-1.5541978938065488,0.7489274568524694,1.96522498384788,0.044301154224962246,1.6247181377264526,0.4810248615324418,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1
10738,49389.0,1,1,55,7,0,0,0,0,0,0,0,74,12,65.0,6,-0.10770764792617346,1.0372523001461982,0.9063779181034384,0.2066066959400072,0.7489274568524694,1.5351593112626407,0.044301154224962246,-0.9355914652512527,-1.152365577371573,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0
4339,67353.0,0,1,37,2,0,0,0,0,0,0,0,55,12,913.0,28,0.763810849251644,-0.8249147049903558,0.9063779181034384,-0.41485374749995374,-1.426012989460221,-0.09909024456126866,0.044301154224962246,0.9840747976356563,1.842183560619121,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,1
10755,23718.0,1,0,76,7,0,0,0,0,0,0,0,49,12,81.0,9,-1.3531291209306129,1.0372523001461982,-0.931324099335643,0.931643879953295,0.7489274568524694,-0.6151690516635558,0.044301154224962246,-0.8993713470835751,-0.7440179676455695,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
8595,42429.0,0,1,99,5,0,0,0,0,0,0,0,52,11,67.0,7,-0.44537012512265584,-0.8249147049903558,0.9063779181034384,1.7257322243488007,-0.1210487216726067,-0.3571296481124122,-1.416975723941708,-0.931063950480293,-1.0162497074629053,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0
2968,48948.0,0,0,53,6,1,0,0,0,0,0,1,82,12,754.0,24,-0.12910264109336436,-0.8249147049903558,-0.931324099335643,0.13755553555778932,0.3139393675899314,2.2232643873990234,0.044301154224962246,0.6241373733443609,1.2977200809844494,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,1
8601,80011.0,0,1,3,4,0,0,0,0,0,0,0,45,12,1225.0,21,1.3779102222908788,-0.8249147049903558,0.9063779181034384,-1.588723473997658,-0.5560368109351448,-0.9592215897317472,0.044301154224962246,1.690367101905368,0.8893724712584455,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,1
503,20559.0,1,0,88,8,0,0,0,0,0,0,0,40,12,53.0,7,-1.5063871332098784,1.0372523001461982,-0.931324099335643,1.3459508422466022,1.1839155461150075,-1.3892872623169865,0.044301154224962246,-0.9627565538770109,-1.0162497074629053,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
8430,21994.0,0,1,4,5,0,0,0,0,0,0,0,68,13,22.0,4,-1.4367685046499716,-0.8249147049903558,0.9063779181034384,-1.5541978938065488,-0.1210487216726067,1.0190805041603535,1.5055780323916326,-1.032933032826886,-1.424597317188909,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
2139,7500.0,1,0,19,5,0,0,0,0,0,0,0,50,12,31.0,8,-2.139940910466899,1.0372523001461982,-0.931324099335643,-1.0363141909399147,-0.1210487216726067,-0.529155917146508,0.044301154224962246,-1.0125592163575674,-0.8801338375542374,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
1371,79941.0,0,0,72,1,0,0,0,0,0,0,0,49,11,463.5,16,1.37451419162942,-0.8249147049903558,-0.931324099335643,0.7935415591888592,-1.861001078722759,-0.6151690516635558,-1.416975723941708,-0.033484147137534254,0.20879312171510597,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,1
7286,41728.0,1,0,92,10,0,0,0,0,0,0,0,57,12,55.0,5,-0.4793789464609797,1.0372523001461982,-0.931324099335643,1.484053163011038,2.0538917246400836,0.07293602447282706,0.044301154224962246,-0.9582290391060512,-1.288481447280241,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0
6566,72550.0,1,1,39,8,0,0,0,0,0,0,0,71,13,1319.0,21,1.0159418685030979,1.0372523001461982,0.9063779181034384,-0.34580258711773587,1.1839155461150075,1.277119907711497,1.5055780323916326,1.9031602961404737,0.8893724712584455,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,1
8614,65486.0,0,1,29,2,0,0,0,0,0,0,0,68,11,507.0,17,0.6732338600381623,-0.8249147049903558,0.9063779181034384,-0.6910583890288253,-1.426012989460221,1.0190805041603535,-1.416975723941708,0.06498929913083902,0.34490899162377386,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,1
4114,79143.0,0,0,2,3,0,0,0,0,0,0,0,61,13,822.0,29,1.3357994420887886,-0.8249147049903558,-0.931324099335643,-1.6232490541887667,-0.9910249001976829,0.41698856254101846,1.5055780323916326,0.7780728755569903,1.9782994305277888,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,1
1331,35790.0,1,0,54,7,0,0,0,0,0,0,0,48,12,72.0,7,-0.7674593760001625,1.0372523001461982,-0.931324099335643,0.17208111574889826,0.7489274568524694,-0.7011821861806037,0.044301154224962246,-0.9197451635528938,-1.0162497074629053,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
2225,82582.0,0,0,54,1,1,0,0,1,0,0,1,48,11,1144.5,21,1.5026415770138897,-0.8249147049903558,-0.931324099335643,0.17208111574889826,-1.861001078722759,-0.7011821861806037,-1.416975723941708,1.5081346323742406,0.8893724712584455,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,1
9381,66373.0,1,1,57,3,0,0,0,0,0,0,0,47,12,606.0,18,0.7162664199912198,1.0372523001461982,0.9063779181034384,0.27565785632222506,-0.9910249001976829,-0.7871953206976515,0.044301154224962246,0.28910128029334375,0.4810248615324418,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1
6260,82384.0,0,0,55,1,0,0,1,0,0,0,1,70,13,1511.5,27,1.4930356617143345,-0.8249147049903558,-0.931324099335643,0.2066066959400072,-1.861001078722759,1.1911067731944491,1.5055780323916326,2.3389335928453434,1.706067690710453,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,1
10383,70287.0,0,0,30,3,0,0,0,0,0,0,1,59,12,872.0,21,0.906153048690506,-0.8249147049903558,-0.931324099335643,-0.6565328088377164,-0.9910249001976829,0.24496229350692278,0.044301154224962246,0.8912607448309826,0.8893724712584455,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,1
7437,27938.0,1,0,31,3,0,0,0,0,0,0,0,37,11,29.0,6,-1.1483969867683779,1.0372523001461982,-0.931324099335643,-0.6220072286466074,-0.9910249001976829,-1.64732666586813,-1.416975723941708,-1.0170867311285272,-1.152365577371573,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
8375,55954.0,0,1,63,7,0,0,0,0,0,0,0,57,11,518.0,19,0.21079151339493385,-0.8249147049903558,0.9063779181034384,0.4828113374688787,0.7489274568524694,0.07293602447282706,-1.416975723941708,0.08989063037111733,0.6171407314411097,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
6853,75777.0,0,0,12,1,0,1,1,0,0,0,1,43,12,1438.0,21,1.172498881996352,-0.8249147049903558,-0.931324099335643,-1.2779932522776773,-1.861001078722759,-1.131247858765843,0.044301154224962246,2.172547425012575,0.8893724712584455,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,1
3076,66653.0,1,1,18,3,0,0,0,0,0,0,0,50,13,612.0,22,0.7298505426370552,1.0372523001461982,0.9063779181034384,-1.0708397711310236,-0.9910249001976829,-0.529155917146508,1.5055780323916326,0.3026838246062228,1.0254883411671134,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1
1012,61823.0,0,1,26,7,0,0,0,0,0,0,0,73,12,739.5,24,0.4955244269963929,-0.8249147049903558,0.9063779181034384,-0.7946351296021521,0.7489274568524694,1.4491461767455929,0.044301154224962246,0.5913128912549032,1.2977200809844494,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,1
6518,67680.0,0,1,8,5,0,0,0,0,0,0,0,74,12,606.0,19,0.7796751639130304,-0.8249147049903558,0.9063779181034384,-1.4160955730421132,-0.1210487216726067,1.5351593112626407,0.044301154224962246,0.28910128029334375,0.6171407314411097,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,1
4137,70666.0,0,0,29,4,0,0,0,0,0,0,0,77,12,962.0,16,0.924540128986119,-0.8249147049903558,-0.931324099335643,-0.6910583890288253,-0.5560368109351448,1.7931987148137842,0.044301154224962246,1.0949989095241688,0.20879312171510597,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1
8082,25721.0,1,0,75,7,0,0,0,0,0,0,1,54,12,34.0,5,-1.255954129289154,1.0372523001461982,-0.931324099335643,0.897118299762186,0.7489274568524694,-0.18510337907831653,0.044301154224962246,-1.0057679442011278,-1.288481447280241,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1386,32474.0,1,1,0,7,0,0,0,0,0,0,0,58,11,11.0,4,-0.9283341999058429,1.0372523001461982,0.9063779181034384,-1.6923002145709847,0.7489274568524694,0.1589491589898749,-1.416975723941708,-1.0578343640671644,-1.424597317188909,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
9369,88194.0,0,1,19,5,1,0,0,1,0,0,1,46,11,1085.0,32,1.774906206615421,-0.8249147049903558,0.9063779181034384,-1.0363141909399147,-0.1210487216726067,-0.8732084552146994,-1.416975723941708,1.3734410679381897,2.3866470402537923,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1
4477,69096.0,0,1,4,4,0,0,0,0,0,0,0,67,12,579.0,18,0.8483720127219699,-0.8249147049903558,0.9063779181034384,-1.5541978938065488,-0.5560368109351448,0.9330673696433056,0.044301154224962246,0.2279798308853879,0.4810248615324418,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1
1357,74854.0,1,2,90,5,0,0,0,0,0,0,0,55,12,1562.0,14,1.12771979198883,1.0372523001461982,2.7440799355425196,1.4150020026288201,-0.1210487216726067,-0.09909024456126866,0.044301154224962246,2.453253340812076,-0.06343861810222987,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0
1402,66991.0,0,0,1,3,0,0,0,0,0,0,0,71,13,1076.0,21,0.7462485192595281,-0.8249147049903558,-0.931324099335643,-1.6577746343798756,-0.9910249001976829,1.277119907711497,1.5055780323916326,1.353067251468871,0.8893724712584455,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1
6312,65031.0,0,1,29,7,0,0,0,0,0,0,0,66,12,764.0,30,0.6511596607386796,-0.8249147049903558,0.9063779181034384,-0.6910583890288253,0.7489274568524694,0.8470542351262578,0.044301154224962246,0.6467749471991593,2.1144153004364568,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1
8132,60631.0,1,1,88,7,0,1,0,0,0,0,0,50,12,661.0,24,0.4376948763041218,1.0372523001461982,0.9063779181034384,1.3459508422466022,0.7489274568524694,-0.529155917146508,0.044301154224962246,0.41360793649473526,1.2977200809844494,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
1050,28332.0,0,0,58,2,0,0,0,0,0,0,0,73,11,65.0,8,-1.129282185616738,-0.8249147049903558,-0.931324099335643,0.310183436513334,-1.426012989460221,1.4491461767455929,-1.416975723941708,-0.9355914652512527,-0.8801338375542374,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5846,40246.0,1,0,68,6,0,0,0,0,0,0,0,48,13,13.0,4,-0.5512777670364376,1.0372523001461982,-0.931324099335643,0.6554392384244234,0.3139393675899314,-0.7011821861806037,1.5055780323916326,-1.0533068492962048,-1.424597317188909,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1859,75251.0,0,0,34,5,0,0,0,0,0,0,1,53,13,930.0,19,1.1469801373116753,-0.8249147049903558,-0.931324099335643,-0.5184304880732806,-0.1210487216726067,-0.2711165135953644,1.5055780323916326,1.0225586731888137,0.6171407314411097,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1
7503,75825.0,0,0,40,4,1,0,0,0,0,0,1,49,13,1179.0,22,1.174827588735638,-0.8249147049903558,-0.931324099335643,-0.31127700692662696,-0.5560368109351448,-0.6151690516635558,1.5055780323916326,1.5862342621732952,1.0254883411671134,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,1
10401,26326.0,0,0,12,3,0,0,0,0,0,1,0,49,12,18.0,4,-1.2266027214294024,-0.8249147049903558,-0.931324099335643,-1.2779932522776773,-0.9910249001976829,-0.6151690516635558,0.044301154224962246,-1.0419880623688054,-1.424597317188909,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1618,56046.0,0,0,9,8,1,0,0,0,0,0,1,60,12,692.0,21,0.2152548679785655,-0.8249147049903558,-0.931324099335643,-1.3815699928510041,1.1839155461150075,0.3309754280239706,0.044301154224962246,0.4837844154446104,0.8893724712584455,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,1
3332,29760.0,1,0,87,8,0,0,0,0,0,0,0,40,13,165.0,12,-1.060003160122977,1.0372523001461982,-0.931324099335643,1.3114252620554934,1.1839155461150075,-1.3892872623169865,1.5055780323916326,-0.7092157267032682,-0.3356703579195657,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
2261,26304.0,1,0,5,7,0,0,0,0,0,0,0,56,12,16.0,4,-1.2276700453515752,1.0372523001461982,-0.931324099335643,-1.51967231361544,0.7489274568524694,-0.013077110044220804,0.044301154224962246,-1.0465155771397652,-1.424597317188909,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5346,23559.0,1,0,87,7,0,0,0,0,0,0,0,52,12,79.0,9,-1.3608429620044982,1.0372523001461982,-0.931324099335643,1.3114252620554934,0.7489274568524694,-0.3571296481124122,0.044301154224962246,-0.9038988618545348,-0.7440179676455695,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
4119,38620.0,0,0,56,3,0,0,0,0,0,0,0,62,12,318.0,11,-0.6301627078297537,-0.8249147049903558,-0.931324099335643,0.24113227613111612,-0.9910249001976829,0.5030016970580663,0.044301154224962246,-0.3628608467248518,-0.4717862278282336,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
535,81361.0,0,0,18,1,0,0,0,0,0,0,0,38,11,778.0,27,1.4434050993332999,-0.8249147049903558,-0.931324099335643,-1.0708397711310236,-1.861001078722759,-1.5613135313510822,-1.416975723941708,0.6784675505958772,1.706067690710453,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,1
5268,29440.0,1,1,95,7,0,0,0,0,0,0,0,65,12,56.0,7,-1.0755278717182175,1.0372523001461982,0.9063779181034384,1.5876299035843648,0.7489274568524694,0.7610411006092099,0.044301154224962246,-0.9559652817205713,-1.0162497074629053,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
273,36138.0,1,1,48,7,0,1,0,0,0,0,0,55,12,151.0,13,-0.7505762521403384,1.0372523001461982,0.9063779181034384,-0.0350723653977554,0.7489274568524694,-0.09909024456126866,0.044301154224962246,-0.740908330099986,-0.19955448801089778,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
4452,50388.0,0,1,3,7,0,1,0,1,0,0,1,68,11,372.0,17,-0.059241438914781806,-0.8249147049903558,0.9063779181034384,-1.588723473997658,0.7489274568524694,1.0190805041603535,-1.416975723941708,-0.24061794790894012,0.34490899162377386,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,1
8504,79593.0,0,0,70,2,0,0,1,0,0,0,0,52,11,620.5,19,1.3576310677695957,-0.8249147049903558,-0.931324099335643,0.7244903988066413,-1.426012989460221,-0.3571296481124122,-1.416975723941708,0.3219257623828015,0.6171407314411097,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,1
771,54178.0,0,1,79,2,0,0,0,0,0,0,0,58,11,194.0,10,0.12462936404134868,-0.8249147049903558,0.9063779181034384,1.035220620526622,-1.426012989460221,0.1589491589898749,-1.416975723941708,-0.6435667625243526,-0.6079020977369015,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0
11178,42394.0,1,0,69,7,0,0,0,0,0,0,0,53,11,32.0,5,-0.4470681404533853,1.0372523001461982,-0.931324099335643,0.6899648186155324,0.7489274568524694,-0.2711165135953644,-1.416975723941708,-1.0102954589720876,-1.288481447280241,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0
2230,23626.0,1,0,84,5,0,0,0,0,0,0,0,55,11,43.0,10,-1.3575924755142446,1.0372523001461982,-0.931324099335643,1.2078485214821666,-0.1210487216726067,-0.09909024456126866,-1.416975723941708,-0.9853941277318093,-0.6079020977369015,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
